Code,category_uz,category_ru,category_en,category_uz_cyrillic,date,value
1.147,Murch  va qizil qalampir,"Перец черный, красный",Black and red pepper,Мурч  ва қизил қалампир,2025-03-01,100.0
1.148,Zira,Зира,Cuminous,Зира,2025-03-01,100.0
1.149,Tayyor ziravorlar,Готовые приправы,Ready-made seasonings,Тайёр зираворлар,2025-03-01,100.58
1.15,Xamirturush,Дрожжи,Yeast,Хамиртуруш,2025-03-01,100.0
1.151,Ovqatga ishlatiladigan soda,Сода пищевая,Baking soda,Овқатга ишлатиладиган сода,2025-03-01,98.72
1.152,Meva va sabzavotlardan tayyorlangan soklar,Фруктовые и овощные соки,Fruit and vegetable juices,Мева ва сабзавотлардан тайёрланган соклар,2025-03-01,100.04
1.153,Kofe,Кофе растворимый,Instant coffee,Кофе,2025-03-01,101.59
1.154,Tabiiy kofe donalari,Натуральные кофейные зерна,Natural coffee beans,Табиий кофе доналари,2025-03-01,100.31
1.155,Qora choy,Чай черный,Black tea,Қора чой,2025-03-01,100.64
1.156,Koʻk choy,Чай зеленый,Green tea,Кўк чой,2025-03-01,100.64
1.157,Kakao ichimliklari,Какао напитки,Cocoa drinks,Какао ичимликлари,2025-03-01,101.67
1.158,"Mineral, gazlangan suvlar","Вода минеральная, газированная","Mineral water, carbonated","Минерал, газланган сувлар",2025-03-01,100.59
1.159,"Koka-kola, limonad va shu kabi ichimliklar","Кока-кола, лимонад и аналогичные напитки (кpоме мин.воды)","Coca-Cola, lemonade and similar drinks (except mineral water)","Кока-кола, лимонад ва шу каби ичимликлар",2025-03-01,100.28
1.16,Kvas,Квас,Kvass,Квас,2025-03-01,99.88
1.161,Mors,Морс,Morse,Морс,2025-03-01,100.0
1.162,Choy ekstrakti asosidagi salqin ichimliklar,Прохладительные напитки на основе чайных экстрактов,Soft drinks based on tea extracts,Чой экстракти асосидаги салқин ичимликлар,2025-03-01,99.51
1.163,Energetik ichimliklar,Энергетические напитки,Energy drinks,Энергетик ичимликлар,2025-03-01,100.94
1.164,Aroq,Водка,Vodka,Ароқ,2025-03-01,100.0
1.165,Konyak,Коньяк,Cognac,Коньяк,2025-03-01,100.98
1.166,Uzum vinosi,Вино виноградное,Grape wine,Узум виноси,2025-03-01,100.0
1.167,Pivo,Пиво,Beer,Пиво,2025-03-01,100.61
1.168,Kafedagi tayyor taomlar,Готовая пища в кафе,Ready-to-eat food in cafes,Кафедаги тайёр таомлар,2025-03-01,100.0
1.169,Oshxonadagi tayyor taomlar,Готовая пища в столовых,Ready-to-eat food in canteens,Ошхонадаги тайёр таомлар,2025-03-01,100.56
1.17,"Boshqa oshxonalar, kafeteriylar va gazakxonalar","Прочие столовые, кафетерии и закусочные","Other canteens, cafeterias and snack bars","Бошқа ошхоналар, кафетерийлар ва газакхоналар",2025-03-01,103.31
1.03,NOOZIQ-OVQAT MAHSULOTLARI,НЕПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,NON-FOOD PRODUCTS,НООЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,2025-03-01,100.06
2.1,Sigaretlar,Сигареты,Cigarettes,Сигаретлар,2025-03-01,100.0
2.2,Nosvoy,Насвай,Nasvay,Носвой,2025-03-01,100.0
2.3,Kiyim tayyorlash uchun ip gazlamalar,Ткани хлопчатобумажные для изготовления одежды,Cotton fabrics for making clothes,Кийим тайёрлаш учун ип газламалар,2025-03-01,100.0
2.4,Kiyim tayyorlash uchun jun gazlamalar,Ткани шерстяные для изготовления одежды,Wool fabrics for making clothes,Кийим тайёрлаш учун жун газламалар,2025-03-01,100.0
2.5,Kiyim tayyorlash uchun ipak gazlamalar,Ткани шелковые для изготовления одежды,Silk fabrics for making clothes,Кийим тайёрлаш учун ипак газламалар,2025-03-01,100.0
2.6,Kiyim tayyorlash uchun sunʼiy gazlamalar,Ткани синтетические для изготовления одежды,Synthetic fabrics for making clothes,Кийим тайёрлаш учун сунъий газламалар,2025-03-01,100.0
2.7,"Erkaklar uchun qishki palto, kalta palto","Пальто, полупальто зимнее мужское","Men's winter coat, short coat","Эркаклар учун қишки пальто, калта пальто",2025-03-01,100.0
2.8,Erkaklar uchun qishki kurtka,Куртка зимняя мужская,Men's winter jacket,Эркаклар учун қишки куртка,2025-03-01,100.0
2.9,Erkaklar uchun yengil (demisezon) kurtka,Куртка демисезонная мужская,Men's demi-season jacket,Эркаклар учун енгил (демисезон) куртка,2025-03-01,100.12
2.1,Erkaklar uchun charm kurtka,Куртка кожаная мужская,Men's leather jacket,Эркаклар учун чарм куртка,2025-03-01,100.0
2.11,Oʻgʻil bolalar uchun qishki kurtka,Куртка зимняя для мальчиков,Winter jacket for boys,Ўғил болалар учун қишки куртка,2025-03-01,100.0
2.12,Oʻgʻil bolalar uchun yengil (demisezon) kurtka,Куртка демисезонная для мальчиков,Demi-season jacket for boys,Ўғил болалар учун енгил (демисезон) куртка,2025-03-01,100.0
2.13,Oʻgʻil bolalar uchun charm kurtka,Куртка кожаная для мальчиков,Leather jacket for boys,Ўғил болалар учун чарм куртка,2025-03-01,100.0
2.14,Erkaklar uchun plash,Плащ мужской,Men's raincoat,Эркаклар учун плаш,2025-03-01,100.0
2.15,"Erkaklar uchun choponlar, milliy ustki kamzullar, toʻnlar","Мужские чапаны, национальные верхние камзолы, халаты","Men's chapans, national outer camisoles, robes","Эркаклар учун чопонлар, миллий устки камзуллар, тўнлар",2025-03-01,100.0
2.16,Erkaklar uchun kostyum,Костюм мужской,Suit male,Эркаклар учун костюм,2025-03-01,100.0
2.17,Oʻgʻil bolalar uchun kostyum,Костюм для мальчиков,Boys' suit,Ўғил болалар учун костюм,2025-03-01,100.13
2.18,Erkaklar uchun pidjaklar,Пиджаки мужские,Men's jackets,Эркаклар учун пиджаклар,2025-03-01,100.0
2.19,Oʻgʻil bolalar uchun pidjaklar,Пиджаки для мальчиков,Boys' jackets,Ўғил болалар учун пиджаклар,2025-03-01,100.0
2.2,"Erkaklar uchun sviterlar, jemperlar, puloverlar","Свитера, джемперы, пуловеры мужские","Men's sweaters, jumpers, pullovers","Эркаклар учун свитерлар, жемперлар, пуловерлар",2025-03-01,100.12
2.21,"Oʻgʻil bolalar uchun sviterlar, jemperlar, puloverlar","Свитера, джемперы, пуловеры для мальчиков","Men's sweaters, jumpers, pullovers","Ўғил болалар учун свитерлар, жемперлар, пуловерлар",2025-03-01,100.0
2.22,"Erkaklar uchun shimlar, djinsi shimlar","Брюки, джинсы мужские","Men's trousers, jeans","Эркаклар учун шимлар, джинси шимлар",2025-03-01,100.0
2.23,"Oʻgʻil bolalar uchun shimlar, djinsi shimlar","Брюки, джинсы для мальчиков","Boys' trousers, jeans","Ўғил болалар учун шимлар, джинси шимлар",2025-03-01,100.0
2.24,Erkaklar uchun koʻylaklar,"Сорочки, рубашки мужские","Men's shirts, blouses",Эркаклар учун кўйлаклар,2025-03-01,100.0
2.25,"Oʻgʻil bolalar uchun sorochkalar, koʻylaklar","Сорочки, рубашки для мальчиков","Boys' shirts, blouses","Ўғил болалар учун сорочкалар, кўйлаклар",2025-03-01,100.0
2.26,Erkaklar uchun maykalar,Майки мужские,Men's undershirts,Эркаклар учун майкалар,2025-03-01,100.34
2.27,Erkaklar uchun trusiklar,Трусы мужские,Men's underpants,Эркаклар учун трусиклар,2025-03-01,100.1
2.28,Erkaklar uchun shortik va shalvarlar,Шорты и брюки (шалвар) мужские,Men's shorts and trousers (shalwar),Эркаклар учун шортик ва шалварлар,2025-03-01,100.0
2.29,Erkaklar uchun futbolkalar,Футболки мужские,Men's T-shirts,Эркаклар учун футболкалар,2025-03-01,99.44
2.3,Erkaklar uchun ich kiyim komplekti,Комплект белья мужского,Men's underwear set,Эркаклар учун ич кийим комплекти,2025-03-01,100.0
2.31,Erkaklar paypogʻi,Носки мужские,Men's socks,Эркаклар пайпоғи,2025-03-01,99.93
2.32,Oʻgʻil bolalar uchun maykalar,Майки для мальчиков,Men's undershirts,Ўғил болалар учун майкалар,2025-03-01,99.92
2.33,Oʻgʻil bolalar uchun trusiklar,Трусы для мальчиков,Boys' underpants,Ўғил болалар учун трусиклар,2025-03-01,100.0
2.34,Oʻgʻil bolalar uchun futbolkalar,Футболки для мальчиков,Boys' T-shirts,Ўғил болалар учун футболкалар,2025-03-01,100.0
2.35,Oʻgʻil bolalar uchun shortilar,Шорты для мальчиков,Boys' shorts,Ўғил болалар учун шортилар,2025-03-01,100.0
2.36,Oʻgʻil bolalar uchun ich kiyim komplekti,Комплект белья для мальчиков,Boys' underwear set,Ўғил болалар учун ич кийим комплекти,2025-03-01,100.9
2.37,"Oʻgʻil bolalar uchun paypoq, kolgotka, chulki-paypoq mahsulotlari","Носки, колготки, чулочно-носочные изделия для мальчиков","Boys' socks, tights, hosiery","Ўғил болалар учун пайпоқ, колготка, чулки-пайпоқ маҳсулотлари",2025-03-01,99.75
2.38,Erkaklar uchun sport kostyumi,Спортивный костюм мужской,Men's tracksuit,Эркаклар учун спорт костюми,2025-03-01,99.78
2.39,Oʻgʻil bolalar uchun sport kostyumi,Спортивный костюм для мальчиков,Boys' tracksuit,Ўғил болалар учун спорт костюми,2025-03-01,100.36
2.4,"Ayollar uchun qishki palto, kalta palto","Пальто, полупальто зимнее женское","Women's winter coat, short coat","Аёллар учун қишки пальто, калта пальто",2025-03-01,100.0
